Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2023-06-18,181.27,186.99,180.97,184.92,333836397
2023-06-25,184.41,187.56,182.5901,186.68,203677112
2023-07-02,187.3219,194.48,185.23,193.97,281596832
2023-07-09,193.78,193.88,189.2,190.68,170349466
2023-07-16,189.26,191.7,186.6,190.69,250269110
2023-07-23,191.9,198.23,191.23,191.94,310914135
2023-07-30,193.41,197.2,192.25,195.83,226011789
2023-08-06,196.06,196.73,181.92,181.99,302694989
2023-08-13,182.13,183.13,176.55,177.79,332501087
2023-08-20,177.97,179.69,171.96,174.49,261498109
2023-08-27,175.07,181.55,173.735,178.61,247514268
2023-09-03,180.09,189.92,178.545,189.46,264199503
2023-09-10,188.28,189.98,173.54,178.18,305126712
2023-09-17,180.07,180.3,173.58,175.01,403746390
2023-09-24,176.48,179.695,173.86,174.79,297395196
2023-10-01,174.2,176.97,167.62,171.21,285838995
2023-10-08,171.22,177.99,170.82,177.49,260574027
2023-10-15,176.81,182.34,175.8,178.85,241839090
2023-10-22,176.75,179.075,172.64,172.88,288377600
2023-10-29,170.91,174.01,165.67,168.22,286078102
2023-11-05,169.02,177.78,167.9,176.65,310075876
2023-11-12,176.38,186.565,176.21,186.4,303653020
2023-11-19,185.82,190.96,184.21,189.69,262880715
2023-11-26,189.89,192.93,189.25,189.97,148351454
2023-12-03,189.92,192.09,188.19,191.24,216481441
2023-12-10,189.98,195.99,187.4511,195.71,251991667
2023-12-17,193.11,199.62,191.42,197.57,379414755
2023-12-24,196.09,197.68,192.97,193.6,232340846
2023-12-31,193.61,194.66,191.09,192.53,153729037
2024-01-07,187.15,188.44,180.17,181.18,275266365
2024-01-14,182.085,187.05,181.5,185.92,238385377
2024-01-21,182.16,191.95,180.3,191.56,259829213
2024-01-28,192.3,196.38,191.94,192.42,255536895
2024-02-04,192.01,192.2,179.25,185.85,325909883
2024-02-11,188.15,191.05,185.84,188.85,252715796
2024-02-18,188.415,188.67,181.35,182.31,268128941
2024-02-25,181.79,185.04,180,182.52,192607112
2024-03-03,182.24,183.9225,177.38,179.66,354385890
2024-03-10,176.15,176.9,168.49,170.73,393262265
2024-03-17,172.94,174.38,171.01,173.23,119964845
